index,time,cx,cy,cz,mqx,mqy,mqz,mqw
66,1761145924.5223453,0.002389132307143882,0.13599537126719952,0.4159177988767624,-0.011618239997610138,-0.050610379358609334,0.9327400281116965,0.35679075935165006
67,1761145924.601529,0.004918473423458636,0.13698405399918556,0.40931519865989685,0.024182654194413743,-0.10073262564997025,0.9196423277987644,0.37884842125399765
68,1761145924.679766,0.005448916228488088,0.13583973795175552,0.4041197821497917,0.00238185101994327,-0.0753364909021238,0.926403530019185,0.36891088285962265
69,1761145924.7603893,0.005434874445199966,0.1349569372832775,0.4011247530579567,-0.004034956066587345,-0.106465257013361,0.9211476596081223,0.37434724171162076
70,1761145924.8391347,0.004044883011374623,0.13366038352251053,0.4001826196908951,-0.004264851595703825,-0.15998254691429142,0.9075487842471746,0.3882558434011763
71,1761145924.917508,0.0020605149620678276,0.13220995664596558,0.3995305001735687,-0.007627377852763405,-0.15797258976975606,0.9100686974197634,0.3830945705243326
72,1761145924.999277,-0.000931639653572347,0.1307318340986967,0.3999320790171623,-0.0288049948603111,-0.14248541343721985,0.9180602800742856,0.3688271971786328
73,1761145925.0780828,-0.004969879053533077,0.124834343791008,0.4156191051006317,-0.3097739235194671,-0.3308863031606272,0.8720037858631665,-0.18483443436858224
74,1761145925.1540012,-0.009633637343843779,0.12150125205516815,0.4157916307449341,-0.24540817497408285,-0.30873084779371396,0.9112456662868533,-0.1187073163284103
75,1761145925.2340531,-0.01788326973716418,0.11991291741530101,0.4329252938429515,0.10130119251435897,0.022653490013497715,0.991458035853087,0.07896740421031938
76,1761145925.3141358,-0.023418822092935443,0.12652375549077988,0.44759419560432434,-0.001367054067393298,-0.024430860433821647,0.9381119234101464,0.3454667616100798
77,1761145925.3917131,-0.029134992568288,0.12577709555625916,0.461987666785717,-0.018625861515564356,-0.07209071751154375,0.9302037539259332,0.35941199467126245
78,1761145925.4703064,-0.038665574664870896,0.11629482855399449,0.4816216131051381,-0.025950051242368672,-0.045768752124236665,0.99813115002709,0.03108091882662837
79,1761145925.5479956,-0.044882746413350105,0.11709028979142506,0.5052242875099182,-0.22207325553595786,-0.31059845772325045,0.9179804131303663,-0.10735002722217325
80,1761145925.626316,-0.05218682189782461,0.11656905710697174,0.5252601703008016,0.028867538366965807,-0.2761380479205166,0.9597769467972477,0.04174513284002711
81,1761145925.703873,-0.06221098080277443,0.11614665885766347,0.5573543310165405,0.1990706728708213,-0.2132563516089608,0.9499228082671,0.11197881065246296
82,1761145925.7802422,-0.06827484164386988,0.12239756807684898,0.5766597986221313,0.1103503667837509,-0.18522701322882607,0.8982246272069827,0.3830225439838976
83,1761145925.8575914,-0.07558632921427488,0.12281813658773899,0.5999307781457901,0.15003408098214724,-0.21339548494947305,0.8893493933570554,0.3755127136096186
84,1761145925.934179,-0.08366360701620579,0.12149950675666332,0.6260396242141724,0.1254201461847374,0.031116979712088325,0.929140640742056,0.3464089927037665
85,1761145926.0130115,-0.08989867381751537,0.12148719280958176,0.6473957151174545,0.15292171043362016,0.0440860713995097,0.9288028439743943,0.3346589992988239
86,1761145926.0925293,-0.09468383714556694,0.12070455215871334,0.6608645468950272,0.15255169047329062,-0.0421483572939313,0.9276367774283911,0.3382920437631277
87,1761145926.1688745,-0.10227749682962894,0.12097963877022266,0.6866260021924973,0.18126395406467985,-0.04313599783065428,0.9201606386638921,0.34436472482188074
88,1761145926.2527068,-0.1061702836304903,0.121211227029562,0.7001075744628906,0.12895772037494235,-0.08250063222247996,0.9234102159855767,0.3519618232877821
89,1761145926.331037,-0.10983211547136307,0.12153439596295357,0.7155580818653107,0.10058462863085868,-0.08794878450434383,0.929407123226384,0.34402055619316985
90,1761145926.407662,-0.11363736726343632,0.12055479362607002,0.728893369436264,0.16072981280534854,-0.09963564549189233,0.9204313622488957,0.34211806852549304
91,1761145926.486284,-0.11677971296012402,0.12116087973117828,0.7411338239908218,0.17934610972544968,-0.10992758777128613,0.9155370837602947,0.3428450767224583
92,1761145926.5650797,-0.11976722814142704,0.12240158766508102,0.7534772604703903,0.15449915852580412,-0.1091830815544237,0.9200804668390727,0.3430174911841851
93,1761145926.6423264,-0.12129227072000504,0.12391664832830429,0.7629008144140244,0.19322076960345458,-0.12187178042996118,0.9138814979193381,0.3356093131743914
94,1761145926.7190347,-0.12299556843936443,0.12606011889874935,0.7716788202524185,0.11948715499998495,-0.07384574947917258,0.931608672436035,0.3352236664017581
95,1761145926.7983525,-0.12379360757768154,0.12776879779994488,0.7766860276460648,0.08658965883580087,-0.02737788184965624,0.9387832156766689,0.3323232711260206
96,1761145926.8755474,-0.12423092685639858,0.13117782771587372,0.783922091126442,0.11290646633692082,-0.03285749146452915,0.9362753786012588,0.33099989507405875
97,1761145926.9506066,-0.12309770658612251,0.13301052898168564,0.7825685888528824,0.10404186385620845,-0.0066821227618743305,0.9386143596902322,0.32883692551782673
98,1761145927.0321128,-0.1215658113360405,0.13574918918311596,0.7821228951215744,0.16622042332305398,-0.09723545983016384,0.9205843332377814,0.33976539202672
99,1761145927.1083257,-0.11736482878526051,0.14879844586054483,0.7772714098294576,0.14188770658641467,0.04384626934668107,0.931676447744622,0.331548458150522
100,1761145927.1871727,-0.11267175152897835,0.1416415013372898,0.7618804723024368,0.21823670298223108,0.12250168381127714,0.9285303325018686,0.27422162671608646
101,1761145927.266836,-0.10838992334902287,0.14414802752435207,0.7517267912626266,0.24813571104325652,0.1330265861646136,0.9109214637071825,0.30158694142155806
102,1761145927.3481011,-0.10047232918441296,0.14830696024000645,0.7339632958173752,0.1955839231325479,0.22894261555385723,0.9120678149976819,0.2783244664789546
103,1761145927.4269936,-0.09372984990477562,0.14900851622223854,0.7142179012298584,0.2098001623362458,0.17318268496834877,0.9187987181576635,0.2860079806975202
104,1761145927.5042756,-0.08718873436252277,0.1579025387763977,0.6961319843928019,0.2112230993017949,0.13158936964308915,0.9274495335169628,0.279117184883781
105,1761145927.5818138,-0.07655609585344791,0.15033726580440998,0.6683428436517715,0.16410161783736027,0.2235944231175747,0.9175434119046866,0.284939081637087
106,1761145927.657472,-0.06879427656531334,0.15677409370740256,0.6440036098162333,0.17961946607230844,0.2010079394793349,0.9244750320964235,0.269589633896572
107,1761145927.7367787,-0.06102655827999115,0.1566613962252935,0.6255869666735331,0.1482336206490366,0.11766151315125294,0.9386638742507687,0.28825803234042263
108,1761145927.8139014,-0.04915018705651164,0.14547118544578552,0.5882593393325806,0.25225482186550974,0.17931043516288436,0.9097360965181456,0.2767589336936108
109,1761145927.8903844,-0.04139005043543875,0.14453828893601894,0.5666848421096802,0.18733068495986196,-0.023376255218123698,0.9202851566734737,0.34268935724782323
110,1761145927.9665616,-0.034865663037635386,0.14387100003659725,0.5478903502225876,0.08171396270256415,0.01165988352425466,0.9427651503851703,0.32308009321973424
111,1761145928.0424924,-0.026322852354496717,0.1512061357498169,0.5207773248354594,0.13037401956741576,0.10566551353625338,0.9300640199346343,0.3268307407420286
112,1761145928.1196477,-0.019281909335404634,0.1417395267635584,0.5034467801451683,0.08487803410156863,0.05605964971599592,0.9356417738809565,0.3379755996661145
113,1761145928.1988745,-0.01428845664486289,0.13966102339327335,0.48386435955762863,0.03844771458235349,0.13885530374254834,0.9287045455907338,0.341685300920404
114,1761145928.2765977,-0.007106541655957699,0.13917164504528046,0.46361756324768066,0.029704429498599787,-0.0005325870776583488,0.9993979594662343,0.017918756482927282
115,1761145928.3537173,-0.016856089001521468,0.12482104077935219,0.44201940298080444,0.04016300991067187,0.09276739982372725,-0.3952707350374504,0.9129853165236634
116,1761145928.432267,-8.108346992230508e-05,0.13605635426938534,0.4281352236866951,0.02233580043795432,-0.10819906207394346,0.9168925304460609,0.38353899749221604
117,1761145928.5088499,0.0035743965418078005,0.13697530701756477,0.4178071916103363,-0.10186351137666043,-0.09565611637260647,0.9320502719575858,0.3342993015163472
118,1761145928.588993,0.004683246370404959,0.1365167237818241,0.41025451570749283,-0.05295490293678181,-0.1021889924132722,0.9301848089685113,0.34858199788389865
119,1761145928.6667635,0.005628186394460499,0.1360431406646967,0.4050406888127327,-0.033787586741726716,-0.0843399516642171,0.9293987491501072,0.3577193545416069
120,1761145928.7436452,0.005224987398833036,0.13536501862108707,0.4020830988883972,-0.04083593781811282,-0.09722811711134431,0.9283531502700495,0.3564260762194215
121,1761145928.8219595,0.005024426383897662,0.13472728617489338,0.40069975703954697,-0.03671476026576916,-0.11733175347715452,0.9220496649274579,0.3670282024746409
122,1761145928.9012988,0.003529635607264936,0.13336275145411491,0.3996713310480118,-0.04454261132848299,-0.13959739373522093,0.9188436013331809,0.36640818730951424
123,1761145928.980973,-0.0013993723405292258,0.13016641698777676,0.3990092799067497,-0.022687176664944218,-0.148329855589145,0.9132333574704701,0.3787986018441589
124,1761145929.057389,-0.004557238503669699,0.12179100016752879,0.4029576778411865,-0.15185251752864803,-0.2949117302315706,0.9424656813887141,-0.04154905169242516
125,1761145929.1367965,-0.008829718455672264,0.11950613558292389,0.4060712953408559,0.0002997396397954287,-0.2431070663023397,0.9677191569123387,0.06647178209504047
